name,latitude_deg,longitude_deg,iata_code
Chautauqua County-Jamestown Airport,42.15340042,-79.25800323,JHW
Jack Edwards Airport,30.29050064,-87.67179871,GUF
Joplin Regional Airport,37.15179825,-94.49829865,JLN
Jamestown Regional Airport,46.92969894,-98.67819977,JMS
Joliet Regional Airport,41.51779938,-88.17549896,JOT
Concord Regional Airport,35.387798,-80.709099,USA
Cherokee County Airport,31.86930084,-95.2173996,JKV
John Murtha Johnstown Cambria County Airport,40.31610107,-78.83390045,JST
Southern Wisconsin Regional Airport,42.62030029,-89.04160309,JVL
Jackson County Reynolds Field,42.25979996,-84.45939636,JXN
Kitoi Bay Seaplane Base,58.1908989,-152.3699951,KKB
Mesa Del Rey Airport,36.22800064,-121.1220016,KIC
Karluk Lake Seaplane Base,57.36700058,-154.0279999,KKL
Southwest Washington Regional Airport,46.11800003,-122.8980026,KLS
Ekuk Airport,58.81119919,-158.5590057,KKU
Furnace Creek Airport,36.463799,-116.880997,DTH
Borrego Valley Airport,33.25899887,-116.3209991,BXS
Big Bear City Airport,34.26380157,-116.8560028,RBF
Trona Airport,35.8125,-117.3270035,TRH
Lamar Municipal Airport,38.06969833,-102.6880035,LAA
Purdue University Airport,40.41230011,-86.93689728,LAF
Lakeland Linder Regional Airport,27.98889923,-82.01860046,LAL
Los Alamos Airport,35.87979889,-106.2689972,LAM
Capital City Airport,42.77870178,-84.58740234,LAN
Laramie Regional Airport,41.31209946,-105.6750031,LAR
McCarran International Airport,36.08010101,-115.1520004,LAS
Lawton Fort Sill Regional Airport,34.56769943,-98.41660309,LAW
Los Angeles International Airport,33.94250107,-118.4079971,LAX
Lubbock Preston Smith International Airport,33.663601,-101.822998,LBB
Arnold Palmer Regional Airport,40.27590179,-79.40480042,LBE
North Platte Regional Airport Lee Bird Field,41.12620163,-100.6839981,LBF
Liberal Mid-America Regional Airport,37.0442009,-100.9599991,LBL
Lumberton Regional Airport,34.60990143,-79.05940247,LBT
Texas Gulf Coast Regional Airport,29.10860062,-95.46209717,LJN
Lake Charles Regional Airport,30.12610054,-93.22329712,LCH
Laconia Municipal Airport,43.5727005,-71.41889954,LCI
Rickenbacker International Airport,39.813801,-82.927803,LCK
Lake City Gateway Airport,30.18199921,-82.57689667,LCQ
Linden Airport,40.61740112,-74.24459839,LDJ
Mason County Airport,43.96250153,-86.40789795,LDM
Lebanon Municipal Airport,43.62609863,-72.30419922,LEB
Leesburg International Airport,28.82309914,-81.80870056,LEE
Lemmon Municipal Airport,45.91870117,-102.1060028,LEM
Auburn Lewiston Municipal Airport,44.04850006,-70.28350067,LEW
Blue Grass Airport,38.03649902,-84.60590363,LEX
Langley Air Force Base,37.082901,-76.36049652,LFI
Angelina County Airport,31.23399925,-94.75,LFK
Lafayette Regional Airport,30.20529938,-91.98760223,LFT
La Guardia Airport,40.77719879,-73.87259674,LGA
Long Beach /Daugherty Field/ Airport,33.81769943,-118.1520004,LGB
Lagrange Callaway Airport,33.00889969,-85.07260132,LGC
La Grande/Union County Airport,45.29019928,-118.0070038,LGD
Laguna Army Airfield,32.86000061,-114.3970032,LGF
Logan-Cache Airport,41.79119873,-111.8519974,LGU
Arlington Municipal Airport,35.28310013,-89.67250061,LHC
William T. Piper Memorial Airport,41.13560104,-77.42230225,LHV
Wright AAF (Fort Stewart)/Midcoast Regional Airport,31.889099,-81.562303,LIY
Triangle North Executive Airport,36.0233,-78.330299,LFN
Limon Municipal Airport,39.27479935,-103.6660004,LIC
Bill & Hillary Clinton National Airport/Adams Field,34.72940063,-92.22429657,LIT
Lake Placid Airport,44.26449966,-73.9618988,LKP
Louisa County Airport/Freeman Field,38.00979996,-77.9701004,LOW
Lake County Airport,42.16109848,-120.3990021,LKV
Challis Airport,44.522999,-114.218002,CHL
Louisville Winston County Airport,33.14619827,-89.0625,LMS
Crater Lake-Klamath Regional Airport,42.156101,-121.733002,LMT
Palm Beach County Park Airport,26.59300041,-80.08509827,LNA
Hunt Field,42.81520081,-108.7300034,LND
Lincoln Airport,40.85100174,-96.75920105,LNK
Willoughby Lost Nation Municipal Airport,41.68399811,-81.38970184,LNN
Lonesome Pine Airport,36.98749924,-82.52999878,LNP
Tri-County Regional Airport,43.21170044,-90.18160248,LNR
Lancaster Airport,40.12170029,-76.2960968,LNS
Derby Field,40.06639862,-118.5650024,LOL
Wings Field,40.13750076,-75.26509857,BBX
Lewis University Airport,41.6072998,-88.09619904,LOT
Bowman Field,38.22800064,-85.66369629,LOU
London-Corbin Airport/Magee Field,37.0821991,-84.0848999,LOZ
Lompoc Airport,34.66559982,-120.4680023,LPC
Pickens County Airport,34.81000137,-82.70290375,LQK
Laredo International Airport,27.54380035,-99.46160126,LRD
Little Rock Air Force Base,34.91690063,-92.14969635,LRF
Le Mars Municipal Airport,42.77799988,-96.1937027,LRJ
Las Cruces International Airport,32.28939819,-106.9219971,LRU
Lordsburg Municipal Airport,32.33349991,-108.6920013,LSB
La Crosse Municipal Airport,43.879002,-91.256699,LSE
Lawson Army Air Field (Fort Benning),32.33729935,-84.99130249,LSF
Lusk Municipal Airport,42.75379944,-104.4049988,LSK
Los Banos Municipal Airport,37.06290054,-120.8690033,LSN
Nellis Air Force Base,36.23619843,-115.0339966,LSV
Altus Air Force Base,34.667099,-99.26670074,LTS
Luke Air Force Base,33.53499985,-112.3830032,LUF
Cincinnati Municipal Airport Lunken Field,39.10329819,-84.41860199,LUK
Hesler Noble Field,31.67259979,-89.17220306,LUL
Livermore Municipal Airport,37.69340134,-121.8199997,LVK
Lawrenceville Brunswick Municipal Airport,36.77280045,-77.79429626,LVL
Mission Field,45.69940186,-110.447998,LVM
Las Vegas Municipal Airport,35.65420151,-105.1419983,LVS
Greenbrier Valley Airport,37.85829926,-80.39949799,LWB
Lawrence Municipal Airport,39.01119995,-95.21659851,LWC
Wells Municipal Airport/Harriet Field,41.11709976,-114.9219971,LWL
Lawrence Municipal Airport,42.71720123,-71.12339783,LWM
Lewiston Nez Perce County Airport,46.37450027,-117.0149994,LWS
Lewistown Municipal Airport,47.04930115,-109.4670029,LWT
Lawrenceville Vincennes International Airport,38.7643013,-87.60549927,LWV
Jim Kelly Field,40.79100037,-99.77729797,LXN
Lake County Airport,39.22029877,-106.3170013,LXV
Lynchburg Regional Preston Glenn Field,37.3266983,-79.20040131,LYH
Lyons-Rice County Municipal Airport,38.34280014,-98.22689819,LYO
Gwinnett County Briscoe Field,33.97809982,-83.96240234,LZU
Poplarville Pearl River County Airport,30.7859993,-89.50450134,PCU
Malta Airport,48.3669014,-107.9189987,MLK
Macon Downtown Airport,32.82210159,-83.56199646,MAC
Madera Municipal Airport,36.98860168,-120.1119995,MAE
Midland International Airport,31.94249916,-102.2020035,MAF
Malden Regional Airport,36.6006012,-89.99220276,MAW
Mobridge Municipal Airport,45.54650116,-100.4079971,MBG
Manistee Co Blacker Airport,44.2723999,-86.24690247,MBL
Bruce Campbell Field,32.438702,-90.103104,DXE
MBS International Airport,43.53290176,-84.07959747,MBS
Omar N Bradley Airport,39.46390152,-92.42700195,MBY
Mc Comb/Pike County Airport/John E Lewis Field,31.17849922,-90.47190094,MCB
Mc Clellan Airfield,38.66759872,-121.401001,MCC
Mackinac Island Airport,45.86489868,-84.63729858,MCD
Merced Regional Macready Field,37.28469849,-120.5139999,MCE
Mac Dill Air Force Base,27.84930038,-82.52120209,MCF
Kansas City International Airport,39.2976,-94.713898,MCI
Mc Cook Ben Nelson Regional Airport,40.20629883,-100.5920029,MCK
Middle Georgia Regional Airport,32.69279861,-83.64920044,MCN
Orlando International Airport,28.42939949,-81.30899811,MCO
Mason City Municipal Airport,43.15779877,-93.33129883,MCW
Martindale Army Heliport,29.43129921,-98.37779999,MDA
Midland Airpark,32.03649902,-102.1009979,MDD
Southern Illinois Airport,37.77809906,-89.2519989,MDH
Madison Municipal Airport,44.01599884,-97.08589935,XMD
Harrisburg International Airport,40.19350052,-76.76339722,MDT
Chicago Midway International Airport,41.7859993,-87.75240326,MDW
Taylor County Airport,45.10100174,-90.30329895,MDF
Key Field,32.33259964,-88.75189972,MEI
Memphis International Airport,35.04240036,-89.97669983,MEM
Castle Airport,37.38050079,-120.5680008,MER
Minden-Tahoe Airport,39.00030136,-119.7509995,MEV
Mansfield Lahm Regional Airport,40.82139969,-82.51660156,MFD
Mc Allen Miller International Airport,26.17580032,-98.23860168,MFE
Marshfield Municipal Airport,44.63690186,-90.18930054,MFI
Rogue Valley International Medford Airport,42.37419891,-122.8730011,MFR
Accomack County Airport,37.64690018,-75.76110077,MFV
Michigan City Municipal Airport,41.70330048,-86.82119751,MGC
Dobbins Air Reserve Base,33.91540146,-84.51629639,MGE
Orange County Airport,41.50999832,-74.26460266,MGJ
Montgomery Regional (Dannelly Field) Airport,32.30059814,-86.39399719,MGM
Moultrie Municipal Airport,31.0848999,-83.80329895,MGR
Morgantown Municipal Walter L. Bill Hart Field,39.64289856,-79.91629791,MGW
Dayton-Wright Brothers Airport,39.5890007,-84.22489929,MGY
Mitchell Municipal Airport,43.77479935,-98.03859711,MHE
Manhattan Regional Airport,39.14099884,-96.67079926,MHK
Marshall Memorial Municipal Airport,39.09579849,-93.20290375,MHL
Sacramento Mather Airport,38.55390167,-121.2979965,MHR
Manchester Airport,42.93259811,-71.43569946,MHT
Mojave Airport,35.05939865,-118.1520004,MHV
Miami International Airport,25.79319954,-80.29060364,MIA
Delaware County Johnson Field,40.24229813,-85.39589691,MIE
Shafter Airport - Minter Field,35.507401,-119.192002,MIT
Ocean County Airport,39.92750168,-74.29239655,MJX
Charles B. Wheeler Downtown Airport,39.12319946,-94.59279633,MKC
General Mitchell International Airport,42.94720078,-87.89659882,MKE
Muskegon County Airport,43.16949844,-86.23819733,MKG
Mc Kellar Sipes Regional Airport,35.59989929,-88.91560364,MKL
Marco Island Airport,25.99500084,-81.67250061,MRK
Melbourne International Airport,28.10280037,-80.64530182,MLB
Quad City International Airport,41.44850159,-90.50749969,MLI
Frank Wiley Field,46.4280014,-105.8860016,MLS
Monroe Regional Airport,32.51089859,-92.03769684,MLU
Mammoth Yosemite Airport,37.62409973,-118.8379974,MMH
McMinn County Airport,35.39730072,-84.56259918,MMI
Southwest Minnesota Regional Airport - Marshall/Ryan Field,44.45050049,-95.82189941,MML
Selfs Airport,34.23149872,-90.28959656,MMS
Mc Entire Joint National Guard Base,33.92079926,-80.80130005,MMT
Morristown Municipal Airport,40.79940033,-74.41490173,MMU
Marion Municipal Airport,40.61619949,-83.06349945,MNN
Mobile Regional Airport,30.69120026,-88.24279785,MOB
Modesto City Co-Harry Sham Field,37.62580109,-120.9540024,MOD
Minot International Airport,48.25939941,-101.2799988,MOT
Mariposa Yosemite Airport,37.51089859,-120.0400009,RMY
Edward F Knapp State Airport,44.20349884,-72.56230164,MPV
Mount Pleasant Municipal Airport,40.94660187,-91.51110077,MPZ
Macomb Municipal Airport,40.52009964,-90.65239716,MQB
Dare County Regional Airport,35.91899872,-75.69550323,MEO
Chester County G O Carlson Airport,39.97900009,-75.8655014,CTH
Smyrna Airport,36.00899887,-86.52010345,MQY
Eastern WV Regional Airport/Shepherd Field,39.40190125,-77.98459625,MRB
Maury County Airport,35.55410004,-87.17890167,MRC
Marfa Municipal Airport,30.371099,-104.017997,MRF
Monterey Peninsula Airport,36.5870018,-121.8430023,MRY
Northwest Alabama Regional Airport,34.74530029,-87.61019897,MSL
Dane County Regional Truax Field,43.13990021,-89.33750153,MSN
Missoula International Airport,46.91630173,-114.0910034,MSO
Minneapolis-St Paul International/Wold-Chamberlain Airport,44.88199997,-93.22180176,MSP
Massena International Richards Field,44.93579865,-74.84559631,MSS
Louis Armstrong New Orleans International Airport,29.99340057,-90.25800323,MSY
Selfridge Air National Guard Base Airport,42.613463,-82.836919,MTC
Montrose Regional Airport,38.50979996,-107.8939972,MTJ
Mountain Home Air Force Base,43.043598,-115.872002,MUO
Monroe County Aeroplex Airport,31.458,-87.350996,MVC
Morrisville Stowe State Airport,44.5345993,-72.61399841,MVL
Martha's Vineyard Airport,41.39310074,-70.61430359,MVY
Williamson County Regional Airport,37.75500107,-89.01110077,MWA
Grant County International Airport,47.20769882,-119.3199997,MWH
Mineral Wells Airport,32.78160095,-98.06020355,MWL
Montgomery-Gibbs Executive Airport,32.8157,-117.139999,MYF
McCall Municipal Airport,44.88970184,-116.1009979,MYL
Myrtle Beach International Airport,33.67969894,-78.92829895,MYR
Yuba County Airport,39.09780121,-121.5699997,MYV
Pinal Airpark,32.51060104,-111.3280029,MZJ
Marion Municipal Airport,40.48989868,-85.67970276,MZZ
Cortland County Chase Field,42.59260178,-76.21489716,CTX
Sidney Municipal Airport,42.30260086,-75.41600037,SXY
Stroudsburg Pocono Airport,41.03580093,-75.16059875,ESP
New Orleans NAS JRB/Alvin Callender Field,29.82530022,-90.03500366,NBG
Naval Outlying Field Barin,30.38909912,-87.63529968,NHX
Dahlgren Naval Surface Warfare Center Airport,38.33250046,-77.03720093,DGN
Lakehurst Maxfield Field Airport,40.03329849,-74.353302,NEL
Whitehouse Naval Outlying Field,30.35390091,-81.87190247,NEN
Lakefront Airport,30.04240036,-90.02829742,NEW
Fallon Naval Air Station,39.41659927,-118.7009964,NFL
NAS Fort Worth JRB/Carswell Field,32.76919937,-97.4414978,FWH
Alameda Naval Air Station,37.78889847,-122.3199997,NGZ
Brunswick Executive Airport,43.89220047,-69.93859863,NHZ
Miramar Marine Corps Air Station - Mitscher Field,32.86840057,-117.1429977,NKX
Lemoore Naval Air Station (Reeves Field) Airport,36.33300018,-119.9520035,NLC
Pensacola Naval Air Station/Forrest Sherman Field,30.35269928,-87.31860352,NPA
Millington Regional Jetport Airport,35.3567009,-89.87030029,NQA
Kingsville Naval Air Station,27.50720024,-97.80970001,NQI
Naval Air Station Key West/Boca Chica Field,24.57579994,-81.68890381,NQX
Naval Station Mayport (Admiral David L. Mcdonald Field),30.39109993,-81.42469788,NRB
Naval Outlying Field Imperial Beach (Ream Field),32.56669998,-117.1169968,NRS
Whiting Field Naval Air Station - North,30.7241993,-87.02189636,NSE
Point Mugu Naval Air Station (Naval Base Ventura Co),34.12030029,-119.1210022,NTD
Yuma MCAS/Yuma International Airport,32.65660095,-114.6060028,YUM
North Island Naval Air Station-Halsey Field,32.69919968,-117.2149963,NZY
Nervino Airport,39.81850052,-120.3529968,NVN
Columbia Airport,38.03039932,-120.4150009,COA
Oakdale Airport,37.75630188,-120.8000031,ODC
Yerington Municipal Airport,39.0041008,-119.1579971,EYR
Albert J Ellis Airport,34.82920074,-77.61209869,OAJ
Metropolitan Oakland International Airport,37.721298,-122.221001,OAK
Marina Municipal Airport,36.68190002,-121.762001,OAR
Okeechobee County Airport,27.26280022,-80.84980011,OBE
Ocala International Airport - Jim Taylor Field,29.17259979,-82.22419739,OCF
A L Mangham Jr. Regional Airport,31.57799911,-94.70950317,OCH
Warren Field,35.57049942,-77.04979706,OCW
O'Neal Airport,38.69139862,-87.55220032,OEA
L O Simenstad Municipal Airport,45.31000137,-92.69190216,OEO
Offutt Air Force Base,41.11830139,-95.91249847,OFF
Karl Stefan Memorial Airport,41.98550034,-97.43509674,OFK
Searle Field,41.11949921,-101.7699966,OGA
Orangeburg Municipal Airport,33.45679855,-80.85949707,OGB
Ogden Hinckley Airport,41.19589996,-112.012001,OGD
Ogdensburg International Airport,44.68190002,-75.46549988,OGS
Lt Warren Eaton Airport,42.5666008,-75.52410126,OIC
Splane Memorial Airport,41.4813,-79.7449,OIL
Johnson County Executive Airport,38.84759903,-94.73760223,OJC
Oceanside Municipal Airport,33.21730042,-117.3539963,OCN
Will Rogers World Airport,35.39310074,-97.60070038,OKC
AJ Eisenberg Airport,48.25149918,-122.6740036,ODW
Kokomo Municipal Airport,40.52819824,-86.05899811,OKK
Okmulgee Regional Airport,35.66809845,-95.94869995,OKM
Garden County Airport,41.40100098,-102.3550034,OKS
Winchester Regional Airport,39.14350128,-78.14440155,WGO
"Dewitt Field,Old Town Municipal Airport",44.95280075,-68.67430115,OLD
L M Clayton Airport,48.0945015,-105.5749969,OLF
Olympia Regional Airport,46.9693985,-122.9029999,OLM
Olive Branch Airport,34.97869873,-89.78690338,OLV
Eppley Airfield,41.30319977,-95.89409637,OMA
Omak Airport,48.46440125,-119.5179977,OMK
Ontario Municipal Airport,44.02050018,-117.0139999,ONO
Ontario International Airport,34.05599976,-117.6009979,ONT
Quonset State Airport,41.5970993,-71.41210175,NCO
Chicago O'Hare International Airport,41.97859955,-87.90480042,ORD
Norfolk International Airport,36.89459991,-76.20120239,ORF
Worcester Regional Airport,42.26729965,-71.8757019,ORH
Orcas Island Airport,48.70819855,-122.9100037,ESD
Wittman Regional Airport,43.9844017,-88.55699921,OSH
Ohio State University Airport,40.07979965,-83.07299805,OSU
Southwest Oregon Regional Airport,43.417099,-124.2460022,OTH
Ottumwa Regional Airport,41.10660172,-92.44789886,OTM
University of Oklahoma Westheimer Airport,35.2456,-97.472099,OUN
Oroville Municipal Airport,39.4878006,-121.6220016,OVE
Owatonna Degner Regional Airport,44.12340164,-93.26059723,OWA
Owensboro Daviess County Airport,37.74010086,-87.16680145,OWB
Norwood Memorial Airport,42.19049835,-71.17289734,OWD
Central Maine Airport of Norridgewock,44.71549988,-69.86650085,OWK
Ocean City Municipal Airport,38.3103981,-75.12400055,OCE
Waterbury Oxford Airport,41.47859955,-73.1352005,OXC
Miami University Airport,39.50230026,-84.78440094,OXD
Oxnard Airport,34.20080185,-119.2070007,OXR
Olga Bay Seaplane Base,57.16149902,-154.2299957,KOY
St Marys Municipal Airport,41.41249847,-78.50260162,STQ
Ozona Municipal Airport,30.73530006,-101.2030029,OZA
Cairns AAF (Fort Rucker) Air Field,31.27569962,-85.71340179,OZR
Bisbee Municipal Airport,31.36400032,-109.8830032,BSQ
Polacca Airport,35.79169846,-110.4229965,PXL
San Carlos Apache Airport,33.35309982,-110.6669998,GLB
Holbrook Municipal Airport,34.94070053,-110.1380005,HBK
Cochise County Airport,32.24539948,-109.8949966,CWX
Snohomish County (Paine Field) Airport,47.90629959,-122.2819977,PAE
Barkley Regional Airport,37.06079865,-88.77380371,PAH
Tyndall Air Force Base,30.06959915,-85.57540131,PAM
Payson Airport,34.25680161,-111.3389969,PJB
Palo Alto Airport of Santa Clara County,37.46110153,-122.1149979,PAO
Point Baker Seaplane Base,56.35189819,-133.6230011,KPB
Grider Field,34.17309952,-91.93560028,PBF
Plattsburgh International Airport,44.65090179,-73.4681015,PBG
Palm Beach International Airport,26.68320084,-80.09559631,PBI
Pike County-Hatcher Field,37.5617981,-82.56639862,PVL
Prairie Du Chien Municipal Airport,43.01929855,-91.123703,PCD
DeKalb Peachtree Airport,33.87559891,-84.30200195,PDK
Eastern Oregon Regional At Pendleton Airport,45.69509888,-118.8410034,PDT
Portland International Airport,45.58869934,-122.5979996,PDX
Pecos Municipal Airport,31.38240051,-103.5110016,PEQ
Page Municipal Airport,36.92610168,-111.447998,PGA
Charlotte County Airport,26.92020035,-81.9905014,PGD
Kirk Field,36.06290054,-90.50779724,PGR
Pitt Greenville Airport,35.6352005,-77.38529968,PGV
Harry Clever Field,40.47090149,-81.41970062,PHD
Newport News Williamsburg International Airport,37.13190079,-76.49299622,PHF
Robert F Swinnie Airport,33.4516983,-79.52619934,ADR
Palm Beach County Glades Airport,26.78499985,-80.69339752,PHK
Philadelphia International Airport,39.87189865,-75.2410965,PHL
St Clair County International Airport,42.9109993,-82.52890015,PHN
Philip Airport,44.04859924,-101.598999,PHP
Henry County Airport,36.33819962,-88.38289642,PHT
Phoenix Sky Harbor International Airport,33.43429947,-112.012001,PHX
General Wayne A. Downing Peoria International Airport,40.66419983,-89.69329834,PIA
Hattiesburg Laurel Regional Airport,31.46710014,-89.33709717,PIB
St Petersburg Clearwater International Airport,27.91020012,-82.68740082,PIE
Pocatello Regional Airport,42.90980148,-112.5960007,PIH
Harris County Airport,32.84069824,-84.88240051,PIM
Pierre Regional Airport,44.38270187,-100.2860031,PIR
Pittsburgh International Airport,40.49150085,-80.23290253,PIT
Mid Ohio Valley Regional Airport,39.3451004,-81.43920135,PKB
Park Rapids Municipal Konshok Field,46.9006,-95.073095,PKD
Park Falls Municipal Airport,45.95500183,-90.42440033,PKF
Clinton County Airport,44.6875,-73.52449799,PLB
M. Graham Clark Downtown Airport,36.62590027,-93.22889709,PLK
Pellston Regional Airport of Emmet County Airport,45.57089996,-84.79669952,PLN
St Clair County Airport,33.55879974,-86.24909973,PLR
Pembina Municipal Airport,48.94250107,-97.24079895,PMB
Palmdale Regional/USAF Plant 42 Airport,34.62939835,-118.0849991,PMD
Greater Portsmouth Regional Airport,38.84049988,-82.84729767,PMH
Pompano Beach Airpark,26.24710083,-80.11109924,PPM
Ralph Wenz Field,42.79550171,-109.8069992,PWY
Ponca City Regional Airport,36.73199844,-97.09980011,PNC
Northeast Philadelphia Airport,40.081902,-75.010597,PNE
Princeton Municipal Airport,45.20069885,-67.56439972,PNN
Pensacola Regional Airport,30.47340012,-87.18659973,PNS
Pope Field,35.17089844,-79.01450348,POB
Brackett Field,34.09159851,-117.7819977,POC
Polk Army Air Field,31.0447998,-93.1917038,POE
Poplar Bluff Municipal Airport,36.77389908,-90.32489777,POF
Dutchess County Airport,41.62659836,-73.88420105,POU
Powell Municipal Airport,44.86719894,-108.7929993,POY
Perry Lefors Field,35.61299896,-100.9960022,PPA
Tri-City Airport,37.32989883,-95.5062027,PPF
La Porte Municipal Airport,41.57249832,-86.73449707,LPO
Northern Maine Regional Airport at Presque Isle,46.68899918,-68.0447998,PQI
Trent Lott International Airport,30.46279907,-88.52919769,PGL
Port Williams Seaplane Base,58.49010086,-152.5820007,KPR
Paso Robles Municipal Airport,35.67290115,-120.6269989,PRB
Ernest A. Love Field,34.65449905,-112.4199982,PRC
Perry Municipal Airport,41.82799911,-94.15989685,PRO
Cox Field,33.63660049,-95.45079803,PRX
Tri Cities Airport,46.26470184,-119.1190033,PSC
New River Valley Airport,37.13729858,-80.67849731,PSK
Portsmouth International at Pease Airport,43.07789993,-70.82330322,PSM
Palestine Municipal Airport,31.77969933,-95.70629883,PSN
Stevens Field,37.28630066,-107.0559998,PGO
Palm Springs International Airport,33.82970047,-116.5070038,PSP
Palacios Municipal Airport,28.72750092,-96.25099945,PSX
Dinwiddie County Airport,37.18379974,-77.50740051,PTB
Oakland County International Airport,42.66550064,-83.42009735,PTK
Harry P Williams Memorial Airport,29.70949936,-91.33899689,PTN
Pratt Regional Airport,37.70159912,-98.74690247,PTT
Porterville Municipal Airport,36.02959824,-119.0630035,PTV
Pueblo Memorial Airport,38.28910065,-104.4970016,PUB
Carbon County Regional/Buck Davis Field,39.61389923,-110.7509995,PUC
Pullman Moscow Regional Airport,46.7439,-117.110001,PUW
Provincetown Municipal Airport,42.07189941,-70.2213974,PVC
Theodore Francis Green State Airport,41.73260117,-71.42040253,PVD
Placerville Airport,38.7242012,-120.7529984,PVF
Provo Municipal Airport,40.21920013,-111.7229996,PVU
Hale County Airport,34.16809845,-101.7170029,PVW
Casement Airport,41.73360062,-81.21920013,PVZ
Wiley Post Airport,35.53419876,-97.64710236,PWA
Sher-Wood Airport,48.79029846,-104.5339966,PWD
Chicago Executive Airport,42.114222,-87.901494,PWK
Portland International Jetport Airport,43.64619827,-70.30930328,PWM
Bremerton National Airport,47.49020004,-122.7649994,PWT
Port Bailey Seaplane Base,57.93009949,-153.0410004,KPY
Akutan Seaplane Base,54.13377044,-165.7788956,KQA
John H Batten Airport,42.76060104,-87.81520081,RAC
Riverside Municipal Airport,33.95190048,-117.4449997,RAL
Rapid City Regional Airport,44.04529953,-103.0569992,RAP
Dallas Executive Airport,32.68090057,-96.86820221,RBD
Roseburg Regional Airport,43.23880005,-123.3560028,RBG
Red Bluff Municipal Airport,40.15069962,-122.2519989,RBL
Lowcountry Regional Airport,32.92100143,-80.64060211,RBW
Ellsworth Air Force Base,44.14500046,-103.1039963,RCA
H H Coffield Regional Airport,30.63159943,-96.98970032,RCK
Fulton County Airport,41.06560135,-86.18170166,RCR
Nartron Field,43.90000153,-85.51670074,RCT
Redding Municipal Airport,40.50899887,-122.2929993,RDD
Reading Regional Carl A Spaatz Field,40.37850189,-75.96520233,RDG
Roberts Field,44.2541008,-121.1500015,RDM
Grand Forks Air Force Base,47.96110153,-97.40119934,RDR
Raleigh Durham International Airport,35.87760162,-78.78749847,RDU
Rome State Airport,42.57770157,-117.8850021,REO
Chicago Rockford International Airport,42.19540024,-89.09719849,RFD
Rhinelander Oneida County Airport,45.63119888,-89.46749878,RHI
Reid-Hillview Airport of Santa Clara County,37.332901,-121.8190002,RHV
Richmond International Airport,37.50519943,-77.31970215,RIC
Riverton Regional Airport,43.06420136,-108.4599991,RIW
Knox County Regional Airport,44.06010056,-69.09919739,RKD
Aransas County Airport,28.08679962,-97.04460144,RKP
Rock Springs Sweetwater County Airport,41.59420013,-109.0650024,RKS
Rockwood Municipal Airport,35.92229843,-84.68969727,RKW
Griffiss International Airport,43.23379898,-75.40699768,RME
Richard B Russell Airport,34.3506012,-85.15799713,RMG
Warren County Memorial Airport,35.69869995,-85.84380341,RNC
Randolph Air Force Base,29.52969933,-98.27890015,RND
Reno Tahoe International Airport,39.49909973,-119.7679977,RNO
Renton Municipal Airport,47.49309921,-122.2160034,RNT
Roanokeâ€“Blacksburg Regional Airport,37.3255,-79.975403,ROA
Greater Rochester International Airport,43.1189003,-77.67240143,ROC
Rogers Municipal Airport-Carter Field,36.37229919,-94.10690308,ROG
Roswell International Air Center Airport,33.30160141,-104.5309982,ROW
Roseau Municipal Rudy Billberg Field,48.85599899,-95.6969986,ROX
hln,45.41899872,-91.77349854,RIE
Roundup Airport,46.475095,-108.541497,RPX
Roben Hood Airport,43.72259903,-85.50409698,WBR
El Reno Regional Airport,35.47269821,-98.00579834,RQO
Merrill Municipal Airport,45.19889832,-89.71289825,RRL
Warroad International Memorial Airport,48.94139862,-95.3483963,RRT
Russell Municipal Airport,38.87210083,-98.8117981,RSL
Ruston Regional Airport,32.51440048,-92.59169769,RSN
Rochester International Airport,43.90829849,-92.5,RST
Southwest Florida International Airport,26.53619957,-81.75520325,RSW
Raton Municipal-Crews Field,36.74150085,-104.5019989,RTN
Mid-Carolina Regional Airport,35.645901,-80.520302,SRW
Rutland - Southern Vermont Regional Airport,43.52939987,-72.94960022,RUT
Mifflin County Airport,40.67739868,-77.62680054,RED
Richard Lloyd Jones Jr Airport,36.03960037,-95.98459625,RVS
Redwood Falls Municipal Airport,44.54719925,-95.08229828,RWF
Rocky Mount Wilson Regional Airport,35.85630035,-77.89189911,RWI
Rawlins Municipal Airport/Harvey Field,41.80559921,-107.1999969,RWL
Rexburg Madison County Airport,43.8339,-111.805002,RXE
Jasper County Airport,40.94789886,-87.18260193,RNZ
Halifax County Airport,36.4394989,-77.70929718,RZZ
Ashland Municipal Sumner Parker Field,42.19029999,-122.6610031,AHM
Bandon State Airport,43.08649826,-124.4079971,BDY
Sunriver Airport,43.87630081,-121.4530029,SUO
Madras Municipal Airport,44.67020035,-121.1549988,MDJ
Prineville Airport,44.28699875,-120.9039993,PRZ
Idaho County Airport,45.9426,-116.123001,IDH
Vista Field,46.21860123,-119.2099991,VSK
Sacramento Executive Airport,38.51250076,-121.4929962,SAC
Safford Regional Airport,32.85480118,-109.6350021,SAD
Santa Fe Municipal Airport,35.61709976,-106.0889969,SAF
San Diego International Airport,32.73360062,-117.1900024,SAN
Sparta Community Hunter Field,38.14889908,-89.69869995,SAR
San Antonio International Airport,29.53370094,-98.46980286,SAT
Savannah Hilton Head International Airport,32.12760162,-81.20210266,SAV
Sawyer International Airport,46.35359955,-87.395401,MQT
Santa Barbara Municipal Airport,34.42620087,-119.8399963,SBA
San Bernardino International Airport,34.09540176,-117.2350006,SBD
